date_parsed,nama_provinsi,tahun,bulan,produksi_padi
2019-09-01,KABUPATEN PANGANDARAN,2019,9,18567.0
2019-10-01,KABUPATEN PANGANDARAN,2019,10,15647.5
2019-11-01,KABUPATEN PANGANDARAN,2019,11,12728.0
2019-12-01,KABUPATEN PANGANDARAN,2019,12,9808.5
2020-01-01,KABUPATEN PANGANDARAN,2020,1,6889.0
2020-02-01,KABUPATEN PANGANDARAN,2020,2,3969.5
2020-03-01,KABUPATEN PANGANDARAN,2020,3,1050.0
2020-04-01,KABUPATEN PANGANDARAN,2020,4,32345.0
2020-05-01,KABUPATEN PANGANDARAN,2020,5,33532.0
2020-06-01,KABUPATEN PANGANDARAN,2020,6,7213.0
2020-07-01,KABUPATEN PANGANDARAN,2020,7,2246.0
2020-08-01,KABUPATEN PANGANDARAN,2020,8,2568.0
2020-09-01,KABUPATEN PANGANDARAN,2020,9,53994.0
2020-10-01,KABUPATEN PANGANDARAN,2020,10,19905.0
2020-11-01,KABUPATEN PANGANDARAN,2020,11,2131.0
2020-12-01,KABUPATEN PANGANDARAN,2020,12,1414.5
2021-01-01,KABUPATEN PANGANDARAN,2021,1,698.0
2021-02-01,KABUPATEN PANGANDARAN,2021,2,18421.0
2021-03-01,KABUPATEN PANGANDARAN,2021,3,49792.0
2021-04-01,KABUPATEN PANGANDARAN,2021,4,9561.0
2021-05-01,KABUPATEN PANGANDARAN,2021,5,583.0
2021-06-01,KABUPATEN PANGANDARAN,2021,6,1497.0
2021-07-01,KABUPATEN PANGANDARAN,2021,7,21993.0
2021-08-01,KABUPATEN PANGANDARAN,2021,8,25559.0
2021-09-01,KABUPATEN PANGANDARAN,2021,9,10765.0
2021-10-01,KABUPATEN PANGANDARAN,2021,10,938.0
2021-11-01,KABUPATEN PANGANDARAN,2021,11,566.0
2021-12-01,KABUPATEN PANGANDARAN,2021,12,194.0
2022-01-01,KABUPATEN PANGANDARAN,2022,1,1643.0
2022-02-01,KABUPATEN PANGANDARAN,2022,2,17392.0
2022-03-01,KABUPATEN PANGANDARAN,2022,3,48617.0
2022-04-01,KABUPATEN PANGANDARAN,2022,4,9123.0
2022-05-01,KABUPATEN PANGANDARAN,2022,5,540.0
2022-06-01,KABUPATEN PANGANDARAN,2022,6,254.0
2022-07-01,KABUPATEN PANGANDARAN,2022,7,21622.0
2022-08-01,KABUPATEN PANGANDARAN,2022,8,37304.0
2022-09-01,KABUPATEN PANGANDARAN,2022,9,11728.0
2022-10-01,KABUPATEN PANGANDARAN,2022,10,228.0
2022-11-01,KABUPATEN PANGANDARAN,2022,11,228.0
2022-12-01,KABUPATEN PANGANDARAN,2022,12,2315.0
2023-01-01,KABUPATEN PANGANDARAN,2023,1,4402.0
2023-02-01,KABUPATEN PANGANDARAN,2023,2,25536.0
2023-03-01,KABUPATEN PANGANDARAN,2023,3,40401.0
2023-04-01,KABUPATEN PANGANDARAN,2023,4,2278.0
2023-05-01,KABUPATEN PANGANDARAN,2023,5,2067.0
2023-06-01,KABUPATEN PANGANDARAN,2023,6,1138.0
2023-07-01,KABUPATEN PANGANDARAN,2023,7,10767.0
2023-08-01,KABUPATEN PANGANDARAN,2023,8,37905.0
2023-09-01,KABUPATEN PANGANDARAN,2023,9,13559.0
2023-10-01,KABUPATEN PANGANDARAN,2023,10,1248.0
2023-11-01,KABUPATEN PANGANDARAN,2023,11,1248.0
2023-12-01,KABUPATEN PANGANDARAN,2023,12,1248.0
2018-01-01,KABUPATEN PURWAKARTA,2018,1,4697.0
2018-02-01,KABUPATEN PURWAKARTA,2018,2,9099.0
2018-03-01,KABUPATEN PURWAKARTA,2018,3,33338.0
2018-04-01,KABUPATEN PURWAKARTA,2018,4,24843.0
2018-05-01,KABUPATEN PURWAKARTA,2018,5,7665.0
2018-06-01,KABUPATEN PURWAKARTA,2018,6,15048.0
2018-07-01,KABUPATEN PURWAKARTA,2018,7,24757.0
2018-08-01,KABUPATEN PURWAKARTA,2018,8,31364.0
2018-09-01,KABUPATEN PURWAKARTA,2018,9,9610.0
2018-10-01,KABUPATEN PURWAKARTA,2018,10,4682.0
2018-11-01,KABUPATEN PURWAKARTA,2018,11,5973.0
2018-12-01,KABUPATEN PURWAKARTA,2018,12,6200.0
2019-01-01,KABUPATEN PURWAKARTA,2019,1,2535.0
2019-02-01,KABUPATEN PURWAKARTA,2019,2,1696.0
2019-03-01,KABUPATEN PURWAKARTA,2019,3,23294.0
2019-04-01,KABUPATEN PURWAKARTA,2019,4,44260.0
2019-05-01,KABUPATEN PURWAKARTA,2019,5,8113.0
2019-06-01,KABUPATEN PURWAKARTA,2019,6,5627.0
2019-07-01,KABUPATEN PURWAKARTA,2019,7,17055.0
2019-08-01,KABUPATEN PURWAKARTA,2019,8,27299.0
2019-09-01,KABUPATEN PURWAKARTA,2019,9,8993.0
2019-10-01,KABUPATEN PURWAKARTA,2019,10,1608.0
2019-11-01,KABUPATEN PURWAKARTA,2019,11,2484.0
2019-12-01,KABUPATEN PURWAKARTA,2019,12,1191.12
2020-01-01,KABUPATEN PURWAKARTA,2020,1,1998.0
2020-02-01,KABUPATEN PURWAKARTA,2020,2,1328.0
2020-03-01,KABUPATEN PURWAKARTA,2020,3,6960.0
2020-04-01,KABUPATEN PURWAKARTA,2020,4,43493.0
2020-05-01,KABUPATEN PURWAKARTA,2020,5,23329.0
2020-06-01,KABUPATEN PURWAKARTA,2020,6,2030.0
2020-07-01,KABUPATEN PURWAKARTA,2020,7,11244.0
2020-08-01,KABUPATEN PURWAKARTA,2020,8,36721.0
2020-09-01,KABUPATEN PURWAKARTA,2020,9,21616.0
2020-10-01,KABUPATEN PURWAKARTA,2020,10,4908.0
2020-11-01,KABUPATEN PURWAKARTA,2020,11,2933.0
2020-12-01,KABUPATEN PURWAKARTA,2020,12,3397.0
2021-01-01,KABUPATEN PURWAKARTA,2021,1,5842.0
2021-02-01,KABUPATEN PURWAKARTA,2021,2,8088.0
2021-03-01,KABUPATEN PURWAKARTA,2021,3,42714.0
2021-04-01,KABUPATEN PURWAKARTA,2021,4,11165.0
2021-05-01,KABUPATEN PURWAKARTA,2021,5,9202.0
2021-06-01,KABUPATEN PURWAKARTA,2021,6,13690.0
2021-07-01,KABUPATEN PURWAKARTA,2021,7,36555.0
2021-08-01,KABUPATEN PURWAKARTA,2021,8,13298.0
2021-09-01,KABUPATEN PURWAKARTA,2021,9,5735.0
2021-10-01,KABUPATEN PURWAKARTA,2021,10,9806.0
2021-11-01,KABUPATEN PURWAKARTA,2021,11,6441.0
2021-12-01,KABUPATEN PURWAKARTA,2021,12,5329.0
2022-01-01,KABUPATEN PURWAKARTA,2022,1,4162.0
2022-02-01,KABUPATEN PURWAKARTA,2022,2,6271.0
2022-03-01,KABUPATEN PURWAKARTA,2022,3,45469.590000000026
2022-04-01,KABUPATEN PURWAKARTA,2022,4,24149.0
2022-05-01,KABUPATEN PURWAKARTA,2022,5,6618.0
2022-06-01,KABUPATEN PURWAKARTA,2022,6,6418.0
2022-07-01,KABUPATEN PURWAKARTA,2022,7,23813.0
2022-08-01,KABUPATEN PURWAKARTA,2022,8,35859.0
2022-09-01,KABUPATEN PURWAKARTA,2022,9,10582.0
2022-10-01,KABUPATEN PURWAKARTA,2022,10,6533.0
2022-11-01,KABUPATEN PURWAKARTA,2022,11,8443.0
2022-12-01,KABUPATEN PURWAKARTA,2022,12,7459.0
2023-01-01,KABUPATEN PURWAKARTA,2023,1,3709.0
2023-02-01,KABUPATEN PURWAKARTA,2023,2,19720.0
2023-03-01,KABUPATEN PURWAKARTA,2023,3,43803.0
2023-04-01,KABUPATEN PURWAKARTA,2023,4,18457.0
2023-05-01,KABUPATEN PURWAKARTA,2023,5,5178.0
2023-06-01,KABUPATEN PURWAKARTA,2023,6,19725.0
2023-07-01,KABUPATEN PURWAKARTA,2023,7,19395.0
2023-08-01,KABUPATEN PURWAKARTA,2023,8,36018.0
2023-09-01,KABUPATEN PURWAKARTA,2023,9,8902.0
2023-10-01,KABUPATEN PURWAKARTA,2023,10,4900.0
2023-11-01,KABUPATEN PURWAKARTA,2023,11,4107.0
2023-12-01,KABUPATEN PURWAKARTA,2023,12,2618.0
2018-01-01,KABUPATEN SUBANG,2018,1,17477.0
2018-02-01,KABUPATEN SUBANG,2018,2,57643.0
2018-03-01,KABUPATEN SUBANG,2018,3,138441.0
2018-04-01,KABUPATEN SUBANG,2018,4,142378.0
2018-05-01,KABUPATEN SUBANG,2018,5,106443.0
2018-06-01,KABUPATEN SUBANG,2018,6,57024.0
2018-07-01,KABUPATEN SUBANG,2018,7,62941.0
2018-08-01,KABUPATEN SUBANG,2018,8,86332.0
2018-09-01,KABUPATEN SUBANG,2018,9,81520.0
2018-10-01,KABUPATEN SUBANG,2018,10,116840.0
2018-11-01,KABUPATEN SUBANG,2018,11,74273.0
2018-12-01,KABUPATEN SUBANG,2018,12,49682.0
2019-01-01,KABUPATEN SUBANG,2019,1,12208.0
2019-02-01,KABUPATEN SUBANG,2019,2,28105.0
2019-03-01,KABUPATEN SUBANG,2019,3,84728.0
2019-04-01,KABUPATEN SUBANG,2019,4,170059.0
2019-05-01,KABUPATEN SUBANG,2019,5,142933.0
2019-06-01,KABUPATEN SUBANG,2019,6,53159.0
2019-07-01,KABUPATEN SUBANG,2019,7,48391.0
2019-08-01,KABUPATEN SUBANG,2019,8,99188.0
2019-09-01,KABUPATEN SUBANG,2019,9,87798.0
2019-10-01,KABUPATEN SUBANG,2019,10,70990.0
2019-11-01,KABUPATEN SUBANG,2019,11,101006.0
2019-12-01,KABUPATEN SUBANG,2019,12,44367.0
2020-01-01,KABUPATEN SUBANG,2020,1,23574.0
2020-02-01,KABUPATEN SUBANG,2020,2,13163.0
2020-03-01,KABUPATEN SUBANG,2020,3,36083.0
2020-04-01,KABUPATEN SUBANG,2020,4,144172.0
2020-05-01,KABUPATEN SUBANG,2020,5,136068.0
2020-06-01,KABUPATEN SUBANG,2020,6,95817.0
2020-07-01,KABUPATEN SUBANG,2020,7,44925.0
2020-08-01,KABUPATEN SUBANG,2020,8,91159.0
2020-09-01,KABUPATEN SUBANG,2020,9,65620.0
2020-10-01,KABUPATEN SUBANG,2020,10,119408.0
2020-11-01,KABUPATEN SUBANG,2020,11,132107.0
2020-12-01,KABUPATEN SUBANG,2020,12,68662.0
2021-01-01,KABUPATEN SUBANG,2021,1,23128.0
2021-02-01,KABUPATEN SUBANG,2021,2,11656.13
2021-03-01,KABUPATEN SUBANG,2021,3,80715.0
2021-04-01,KABUPATEN SUBANG,2021,4,142802.0
2021-05-01,KABUPATEN SUBANG,2021,5,172646.0
2021-06-01,KABUPATEN SUBANG,2021,6,45135.0
2021-07-01,KABUPATEN SUBANG,2021,7,76552.0
2021-08-01,KABUPATEN SUBANG,2021,8,61070.0
2021-09-01,KABUPATEN SUBANG,2021,9,40847.0
2021-10-01,KABUPATEN SUBANG,2021,10,132147.0
2021-11-01,KABUPATEN SUBANG,2021,11,110613.0
2021-12-01,KABUPATEN SUBANG,2021,12,63496.0
2022-01-01,KABUPATEN SUBANG,2022,1,24411.0
2022-02-01,KABUPATEN SUBANG,2022,2,16454.0
2022-03-01,KABUPATEN SUBANG,2022,3,129420.0
2022-04-01,KABUPATEN SUBANG,2022,4,170252.0
2022-05-01,KABUPATEN SUBANG,2022,5,113795.0
2022-06-01,KABUPATEN SUBANG,2022,6,61629.0
2022-07-01,KABUPATEN SUBANG,2022,7,70082.0
2022-08-01,KABUPATEN SUBANG,2022,8,75944.0
2022-09-01,KABUPATEN SUBANG,2022,9,79632.0
2022-10-01,KABUPATEN SUBANG,2022,10,167407.0
2022-11-01,KABUPATEN SUBANG,2022,11,96503.0
2022-12-01,KABUPATEN SUBANG,2022,12,33256.0
2023-01-01,KABUPATEN SUBANG,2023,1,13601.0
2023-02-01,KABUPATEN SUBANG,2023,2,21650.0
2023-03-01,KABUPATEN SUBANG,2023,3,125985.0
2023-04-01,KABUPATEN SUBANG,2023,4,183319.0
2023-05-01,KABUPATEN SUBANG,2023,5,138836.0
2023-06-01,KABUPATEN SUBANG,2023,6,23532.0
2023-07-01,KABUPATEN SUBANG,2023,7,50338.0
2023-08-01,KABUPATEN SUBANG,2023,8,75864.0
2023-09-01,KABUPATEN SUBANG,2023,9,85686.0
2023-10-01,KABUPATEN SUBANG,2023,10,188625.13000000012
2023-11-01,KABUPATEN SUBANG,2023,11,85614.0
2023-12-01,KABUPATEN SUBANG,2023,12,21620.0
2018-01-01,KABUPATEN SUKABUMI,2018,1,15877.0
2018-02-01,KABUPATEN SUKABUMI,2018,2,95781.0
2018-03-01,KABUPATEN SUKABUMI,2018,3,94558.0
2018-04-01,KABUPATEN SUKABUMI,2018,4,33311.0
2018-05-01,KABUPATEN SUKABUMI,2018,5,36897.0
2018-06-01,KABUPATEN SUKABUMI,2018,6,84189.0
2018-07-01,KABUPATEN SUKABUMI,2018,7,58521.0
2018-08-01,KABUPATEN SUKABUMI,2018,8,26826.0
2018-09-01,KABUPATEN SUKABUMI,2018,9,28080.0
2018-10-01,KABUPATEN SUKABUMI,2018,10,22198.0
2018-11-01,KABUPATEN SUKABUMI,2018,11,18415.0
2018-12-01,KABUPATEN SUKABUMI,2018,12,11206.0
2019-01-01,KABUPATEN SUKABUMI,2019,1,13370.0
2019-02-01,KABUPATEN SUKABUMI,2019,2,43833.0
2019-03-01,KABUPATEN SUKABUMI,2019,3,117916.0
2019-04-01,KABUPATEN SUKABUMI,2019,4,76662.0
2019-05-01,KABUPATEN SUKABUMI,2019,5,12683.0
2019-06-01,KABUPATEN SUKABUMI,2019,6,48840.0
2019-07-01,KABUPATEN SUKABUMI,2019,7,49314.0
2019-08-01,KABUPATEN SUKABUMI,2019,8,51797.0
2019-09-01,KABUPATEN SUKABUMI,2019,9,19479.0
2019-10-01,KABUPATEN SUKABUMI,2019,10,11962.0
2019-11-01,KABUPATEN SUKABUMI,2019,11,11610.0
2019-12-01,KABUPATEN SUKABUMI,2019,12,11298.0
2020-01-01,KABUPATEN SUKABUMI,2020,1,16896.0
2020-02-01,KABUPATEN SUKABUMI,2020,2,8959.0
2020-03-01,KABUPATEN SUKABUMI,2020,3,8654.0
2020-04-01,KABUPATEN SUKABUMI,2020,4,127618.39000000007
2020-05-01,KABUPATEN SUKABUMI,2020,5,88038.0
2020-06-01,KABUPATEN SUKABUMI,2020,6,12743.0
2020-07-01,KABUPATEN SUKABUMI,2020,7,25645.0
2020-08-01,KABUPATEN SUKABUMI,2020,8,105238.0
2020-09-01,KABUPATEN SUKABUMI,2020,9,59302.0
2020-10-01,KABUPATEN SUKABUMI,2020,10,32496.0
2020-11-01,KABUPATEN SUKABUMI,2020,11,13938.0
2020-12-01,KABUPATEN SUKABUMI,2020,12,13914.0
2021-01-01,KABUPATEN SUKABUMI,2021,1,14780.0
2021-02-01,KABUPATEN SUKABUMI,2021,2,81441.0
2021-03-01,KABUPATEN SUKABUMI,2021,3,124344.0
2021-04-01,KABUPATEN SUKABUMI,2021,4,32910.0
2021-05-01,KABUPATEN SUKABUMI,2021,5,19322.0
2021-06-01,KABUPATEN SUKABUMI,2021,6,54296.0
2021-07-01,KABUPATEN SUKABUMI,2021,7,75137.0
2021-08-01,KABUPATEN SUKABUMI,2021,8,26103.0
2021-09-01,KABUPATEN SUKABUMI,2021,9,20208.0
2021-10-01,KABUPATEN SUKABUMI,2021,10,15844.0
2021-11-01,KABUPATEN SUKABUMI,2021,11,13089.0
2021-12-01,KABUPATEN SUKABUMI,2021,12,15451.0
2022-01-01,KABUPATEN SUKABUMI,2022,1,23793.0
2022-02-01,KABUPATEN SUKABUMI,2022,2,84085.0
2022-03-01,KABUPATEN SUKABUMI,2022,3,103714.0
2022-04-01,KABUPATEN SUKABUMI,2022,4,28431.0
2022-05-01,KABUPATEN SUKABUMI,2022,5,29492.0
2022-06-01,KABUPATEN SUKABUMI,2022,6,84516.0
2022-07-01,KABUPATEN SUKABUMI,2022,7,57493.0
2022-08-01,KABUPATEN SUKABUMI,2022,8,21777.0
2022-09-01,KABUPATEN SUKABUMI,2022,9,17220.0
2022-10-01,KABUPATEN SUKABUMI,2022,10,25729.0
2022-11-01,KABUPATEN SUKABUMI,2022,11,21926.0
2022-12-01,KABUPATEN SUKABUMI,2022,12,10050.0
2023-01-01,KABUPATEN SUKABUMI,2023,1,73292.0
2023-02-01,KABUPATEN SUKABUMI,2023,2,94276.0
2023-03-01,KABUPATEN SUKABUMI,2023,3,56969.0
2023-04-01,KABUPATEN SUKABUMI,2023,4,26301.0
2023-05-01,KABUPATEN SUKABUMI,2023,5,85280.0
2023-06-01,KABUPATEN SUKABUMI,2023,6,70219.0
2023-07-01,KABUPATEN SUKABUMI,2023,7,33625.0
2023-08-01,KABUPATEN SUKABUMI,2023,8,25396.0
2023-09-01,KABUPATEN SUKABUMI,2023,9,17073.0
2023-10-01,KABUPATEN SUKABUMI,2023,10,14997.0
2023-11-01,KABUPATEN SUKABUMI,2023,11,7783.0
2023-12-01,KABUPATEN SUKABUMI,2023,12,7608.42
2018-01-01,KABUPATEN SUMEDANG,2018,1,9884.0
2018-02-01,KABUPATEN SUMEDANG,2018,2,18072.0
2018-03-01,KABUPATEN SUMEDANG,2018,3,60229.0
2018-04-01,KABUPATEN SUMEDANG,2018,4,40767.0
2018-05-01,KABUPATEN SUMEDANG,2018,5,20468.0
2018-06-01,KABUPATEN SUMEDANG,2018,6,20950.0
2018-07-01,KABUPATEN SUMEDANG,2018,7,53166.0
2018-08-01,KABUPATEN SUMEDANG,2018,8,34474.0
2018-09-01,KABUPATEN SUMEDANG,2018,9,17994.0
2018-10-01,KABUPATEN SUMEDANG,2018,10,15790.0
2018-11-01,KABUPATEN SUMEDANG,2018,11,21350.0
2018-12-01,KABUPATEN SUMEDANG,2018,12,17364.0
2019-01-01,KABUPATEN SUMEDANG,2019,1,7968.0
2019-02-01,KABUPATEN SUMEDANG,2019,2,18852.0
2019-03-01,KABUPATEN SUMEDANG,2019,3,54394.0
2019-04-01,KABUPATEN SUMEDANG,2019,4,46455.0
2019-05-01,KABUPATEN SUMEDANG,2019,5,15510.0
2019-06-01,KABUPATEN SUMEDANG,2019,6,17893.0
2019-07-01,KABUPATEN SUMEDANG,2019,7,45032.0
2019-08-01,KABUPATEN SUMEDANG,2019,8,33565.0
2019-09-01,KABUPATEN SUMEDANG,2019,9,16563.0
2019-10-01,KABUPATEN SUMEDANG,2019,10,12273.0
2019-11-01,KABUPATEN SUMEDANG,2019,11,18646.0
2019-12-01,KABUPATEN SUMEDANG,2019,12,15517.0
2020-01-01,KABUPATEN SUMEDANG,2020,1,14705.0
2020-02-01,KABUPATEN SUMEDANG,2020,2,7042.0
2020-03-01,KABUPATEN SUMEDANG,2020,3,33989.0
2020-04-01,KABUPATEN SUMEDANG,2020,4,60685.75000000001
2020-05-01,KABUPATEN SUMEDANG,2020,5,27442.0
2020-06-01,KABUPATEN SUMEDANG,2020,6,10144.0
2020-07-01,KABUPATEN SUMEDANG,2020,7,34617.0
2020-08-01,KABUPATEN SUMEDANG,2020,8,49995.0
2020-09-01,KABUPATEN SUMEDANG,2020,9,20031.0
2020-10-01,KABUPATEN SUMEDANG,2020,10,8243.0
2020-11-01,KABUPATEN SUMEDANG,2020,11,19148.0
2020-12-01,KABUPATEN SUMEDANG,2020,12,20019.0
2021-01-01,KABUPATEN SUMEDANG,2021,1,12886.0
2021-02-01,KABUPATEN SUMEDANG,2021,2,7028.37
2021-03-01,KABUPATEN SUMEDANG,2021,3,39261.0
2021-04-01,KABUPATEN SUMEDANG,2021,4,46171.0
2021-05-01,KABUPATEN SUMEDANG,2021,5,15643.0
2021-06-01,KABUPATEN SUMEDANG,2021,6,12599.0
2021-07-01,KABUPATEN SUMEDANG,2021,7,41085.0
2021-08-01,KABUPATEN SUMEDANG,2021,8,24135.0
2021-09-01,KABUPATEN SUMEDANG,2021,9,17266.0
2021-10-01,KABUPATEN SUMEDANG,2021,10,13936.0
2021-11-01,KABUPATEN SUMEDANG,2021,11,15002.0
2021-12-01,KABUPATEN SUMEDANG,2021,12,17059.0
2022-01-01,KABUPATEN SUMEDANG,2022,1,16588.0
2022-02-01,KABUPATEN SUMEDANG,2022,2,11098.0
2022-03-01,KABUPATEN SUMEDANG,2022,3,56642.0
2022-04-01,KABUPATEN SUMEDANG,2022,4,35593.0
2022-05-01,KABUPATEN SUMEDANG,2022,5,18420.0
2022-06-01,KABUPATEN SUMEDANG,2022,6,14544.0
2022-07-01,KABUPATEN SUMEDANG,2022,7,50467.0
2022-08-01,KABUPATEN SUMEDANG,2022,8,25312.0
2022-09-01,KABUPATEN SUMEDANG,2022,9,21492.0
2022-10-01,KABUPATEN SUMEDANG,2022,10,13778.0
2022-11-01,KABUPATEN SUMEDANG,2022,11,19379.0
2022-12-01,KABUPATEN SUMEDANG,2022,12,14855.0
2023-01-01,KABUPATEN SUMEDANG,2023,1,16158.0
2023-02-01,KABUPATEN SUMEDANG,2023,2,21636.0
2023-03-01,KABUPATEN SUMEDANG,2023,3,52350.0
2023-04-01,KABUPATEN SUMEDANG,2023,4,22839.0
2023-05-01,KABUPATEN SUMEDANG,2023,5,20508.0
2023-06-01,KABUPATEN SUMEDANG,2023,6,32549.0
2023-07-01,KABUPATEN SUMEDANG,2023,7,41892.0
2023-08-01,KABUPATEN SUMEDANG,2023,8,18248.0
2023-09-01,KABUPATEN SUMEDANG,2023,9,15241.0
2023-10-01,KABUPATEN SUMEDANG,2023,10,15872.0
2023-11-01,KABUPATEN SUMEDANG,2023,11,19494.0
2023-12-01,KABUPATEN SUMEDANG,2023,12,10327.0
2018-01-01,KABUPATEN TASIKMALAYA,2018,1,19990.0
2018-02-01,KABUPATEN TASIKMALAYA,2018,2,79011.0
2018-03-01,KABUPATEN TASIKMALAYA,2018,3,45600.0
2018-04-01,KABUPATEN TASIKMALAYA,2018,4,42125.0
2018-05-01,KABUPATEN TASIKMALAYA,2018,5,39532.0
2018-06-01,KABUPATEN TASIKMALAYA,2018,6,56236.0
2018-07-01,KABUPATEN TASIKMALAYA,2018,7,61165.0
2018-08-01,KABUPATEN TASIKMALAYA,2018,8,45567.0
2018-09-01,KABUPATEN TASIKMALAYA,2018,9,35375.0
2018-10-01,KABUPATEN TASIKMALAYA,2018,10,32497.0
2018-11-01,KABUPATEN TASIKMALAYA,2018,11,30406.0
2018-12-01,KABUPATEN TASIKMALAYA,2018,12,22541.0
2019-01-01,KABUPATEN TASIKMALAYA,2019,1,24329.0
2019-02-01,KABUPATEN TASIKMALAYA,2019,2,38051.0
2019-03-01,KABUPATEN TASIKMALAYA,2019,3,79904.8
2019-04-01,KABUPATEN TASIKMALAYA,2019,4,42603.0
2019-05-01,KABUPATEN TASIKMALAYA,2019,5,26567.0
2019-06-01,KABUPATEN TASIKMALAYA,2019,6,26307.0
2019-07-01,KABUPATEN TASIKMALAYA,2019,7,63170.0
2019-08-01,KABUPATEN TASIKMALAYA,2019,8,44175.0
2019-09-01,KABUPATEN TASIKMALAYA,2019,9,26079.0
2019-10-01,KABUPATEN TASIKMALAYA,2019,10,18499.0
2019-11-01,KABUPATEN TASIKMALAYA,2019,11,29944.0
2019-12-01,KABUPATEN TASIKMALAYA,2019,12,21031.0
2020-01-01,KABUPATEN TASIKMALAYA,2020,1,16822.0
2020-02-01,KABUPATEN TASIKMALAYA,2020,2,12000.63
2020-03-01,KABUPATEN TASIKMALAYA,2020,3,17205.0
2020-04-01,KABUPATEN TASIKMALAYA,2020,4,77705.0
2020-05-01,KABUPATEN TASIKMALAYA,2020,5,74574.0
2020-06-01,KABUPATEN TASIKMALAYA,2020,6,21830.0
2020-07-01,KABUPATEN TASIKMALAYA,2020,7,22451.0
2020-08-01,KABUPATEN TASIKMALAYA,2020,8,46517.0
2020-09-01,KABUPATEN TASIKMALAYA,2020,9,77796.0
2020-10-01,KABUPATEN TASIKMALAYA,2020,10,38347.0
2020-11-01,KABUPATEN TASIKMALAYA,2020,11,19575.0
2020-12-01,KABUPATEN TASIKMALAYA,2020,12,24402.0
2021-01-01,KABUPATEN TASIKMALAYA,2021,1,40983.0
2021-02-01,KABUPATEN TASIKMALAYA,2021,2,79667.0
2021-03-01,KABUPATEN TASIKMALAYA,2021,3,30558.0
2021-04-01,KABUPATEN TASIKMALAYA,2021,4,21477.0
2021-05-01,KABUPATEN TASIKMALAYA,2021,5,38191.0
2021-06-01,KABUPATEN TASIKMALAYA,2021,6,57579.0
2021-07-01,KABUPATEN TASIKMALAYA,2021,7,35328.0
2021-08-01,KABUPATEN TASIKMALAYA,2021,8,17107.0
2021-09-01,KABUPATEN TASIKMALAYA,2021,9,15774.0
2021-10-01,KABUPATEN TASIKMALAYA,2021,10,29015.0
2021-11-01,KABUPATEN TASIKMALAYA,2021,11,45060.0
2021-12-01,KABUPATEN TASIKMALAYA,2021,12,35170.0
2022-01-01,KABUPATEN TASIKMALAYA,2022,1,41688.0
2022-02-01,KABUPATEN TASIKMALAYA,2022,2,26820.0
2022-03-01,KABUPATEN TASIKMALAYA,2022,3,50179.0
2022-04-01,KABUPATEN TASIKMALAYA,2022,4,37194.0
2022-05-01,KABUPATEN TASIKMALAYA,2022,5,34913.0
2022-06-01,KABUPATEN TASIKMALAYA,2022,6,35132.0
2022-07-01,KABUPATEN TASIKMALAYA,2022,7,39170.0
2022-08-01,KABUPATEN TASIKMALAYA,2022,8,24899.0
2022-09-01,KABUPATEN TASIKMALAYA,2022,9,24235.0
2022-10-01,KABUPATEN TASIKMALAYA,2022,10,29880.0
2022-11-01,KABUPATEN TASIKMALAYA,2022,11,49433.0
2022-12-01,KABUPATEN TASIKMALAYA,2022,12,37424.0
2023-01-01,KABUPATEN TASIKMALAYA,2023,1,40649.0
2023-02-01,KABUPATEN TASIKMALAYA,2023,2,26987.0
2023-03-01,KABUPATEN TASIKMALAYA,2023,3,43941.0
2023-04-01,KABUPATEN TASIKMALAYA,2023,4,33414.0
2023-05-01,KABUPATEN TASIKMALAYA,2023,5,45079.0
2023-06-01,KABUPATEN TASIKMALAYA,2023,6,41073.0
2023-07-01,KABUPATEN TASIKMALAYA,2023,7,23651.0
2023-08-01,KABUPATEN TASIKMALAYA,2023,8,34682.0
2023-09-01,KABUPATEN TASIKMALAYA,2023,9,32707.0
2023-10-01,KABUPATEN TASIKMALAYA,2023,10,31424.0
2023-11-01,KABUPATEN TASIKMALAYA,2023,11,23785.0
2023-12-01,KABUPATEN TASIKMALAYA,2023,12,13988.0
2018-01-01,KOTA BANDUNG,2018,1,66.0
2018-02-01,KOTA BANDUNG,2018,2,627.0
2018-03-01,KOTA BANDUNG,2018,3,542.0
2018-04-01,KOTA BANDUNG,2018,4,1745.0
2018-05-01,KOTA BANDUNG,2018,5,746.0
2018-06-01,KOTA BANDUNG,2018,6,143.0
2018-07-01,KOTA BANDUNG,2018,7,197.0
2018-08-01,KOTA BANDUNG,2018,8,260.0
2018-09-01,KOTA BANDUNG,2018,9,572.0
2018-10-01,KOTA BANDUNG,2018,10,1894.0
2018-11-01,KOTA BANDUNG,2018,11,1256.0
2018-12-01,KOTA BANDUNG,2018,12,198.0
2019-01-01,KOTA BANDUNG,2019,1,53.0
2019-02-01,KOTA BANDUNG,2019,2,627.0
2019-03-01,KOTA BANDUNG,2019,3,596.0
2019-04-01,KOTA BANDUNG,2019,4,1895.74
2019-05-01,KOTA BANDUNG,2019,5,1046.0
2019-06-01,KOTA BANDUNG,2019,6,108.0
2019-07-01,KOTA BANDUNG,2019,7,49.0
2019-08-01,KOTA BANDUNG,2019,8,199.0
2019-09-01,KOTA BANDUNG,2019,9,956.0
2019-10-01,KOTA BANDUNG,2019,10,1104.0
2019-11-01,KOTA BANDUNG,2019,11,591.0
2019-12-01,KOTA BANDUNG,2019,12,87.0
