id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;bulan;produksi_padi;satuan;tahun
246;32;JAWA BARAT;3273;KOTA BANDUNG;JUNI;143;TON GABAH KERING GILING;2018
247;32;JAWA BARAT;3273;KOTA BANDUNG;JULI;197;TON GABAH KERING GILING;2018
248;32;JAWA BARAT;3273;KOTA BANDUNG;AGUSTUS;260;TON GABAH KERING GILING;2018
249;32;JAWA BARAT;3273;KOTA BANDUNG;SEPTEMBER;572;TON GABAH KERING GILING;2018
250;32;JAWA BARAT;3273;KOTA BANDUNG;OKTOBER;1894;TON GABAH KERING GILING;2018
251;32;JAWA BARAT;3273;KOTA BANDUNG;NOVEMBER;1256;TON GABAH KERING GILING;2018
252;32;JAWA BARAT;3273;KOTA BANDUNG;DESEMBER;198;TON GABAH KERING GILING;2018
253;32;JAWA BARAT;3274;KOTA CIREBON;JANUARI;373;TON GABAH KERING GILING;2018
254;32;JAWA BARAT;3274;KOTA CIREBON;FEBRUARI;0;TON GABAH KERING GILING;2018
255;32;JAWA BARAT;3274;KOTA CIREBON;MARET;126;TON GABAH KERING GILING;2018
256;32;JAWA BARAT;3274;KOTA CIREBON;APRIL;243;TON GABAH KERING GILING;2018
257;32;JAWA BARAT;3274;KOTA CIREBON;MEI;0;TON GABAH KERING GILING;2018
258;32;JAWA BARAT;3274;KOTA CIREBON;JUNI;410;TON GABAH KERING GILING;2018
259;32;JAWA BARAT;3274;KOTA CIREBON;JULI;215;TON GABAH KERING GILING;2018
260;32;JAWA BARAT;3274;KOTA CIREBON;AGUSTUS;10;TON GABAH KERING GILING;2018
261;32;JAWA BARAT;3274;KOTA CIREBON;SEPTEMBER;121;TON GABAH KERING GILING;2018
262;32;JAWA BARAT;3274;KOTA CIREBON;OKTOBER;1;TON GABAH KERING GILING;2018
263;32;JAWA BARAT;3274;KOTA CIREBON;NOVEMBER;209;TON GABAH KERING GILING;2018
264;32;JAWA BARAT;3274;KOTA CIREBON;DESEMBER;60;TON GABAH KERING GILING;2018
265;32;JAWA BARAT;3275;KOTA BEKASI;JANUARI;33;TON GABAH KERING GILING;2018
266;32;JAWA BARAT;3275;KOTA BEKASI;FEBRUARI;82;TON GABAH KERING GILING;2018
267;32;JAWA BARAT;3275;KOTA BEKASI;MARET;151;TON GABAH KERING GILING;2018
268;32;JAWA BARAT;3275;KOTA BEKASI;APRIL;289;TON GABAH KERING GILING;2018
269;32;JAWA BARAT;3275;KOTA BEKASI;MEI;330;TON GABAH KERING GILING;2018
270;32;JAWA BARAT;3275;KOTA BEKASI;JUNI;33;TON GABAH KERING GILING;2018
271;32;JAWA BARAT;3275;KOTA BEKASI;JULI;396;TON GABAH KERING GILING;2018
272;32;JAWA BARAT;3275;KOTA BEKASI;AGUSTUS;147;TON GABAH KERING GILING;2018
273;32;JAWA BARAT;3275;KOTA BEKASI;SEPTEMBER;93;TON GABAH KERING GILING;2018
274;32;JAWA BARAT;3275;KOTA BEKASI;OKTOBER;453;TON GABAH KERING GILING;2018
275;32;JAWA BARAT;3275;KOTA BEKASI;NOVEMBER;325;TON GABAH KERING GILING;2018
276;32;JAWA BARAT;3275;KOTA BEKASI;DESEMBER;128;TON GABAH KERING GILING;2018
277;32;JAWA BARAT;3276;KOTA DEPOK;JANUARI;2;TON GABAH KERING GILING;2018
278;32;JAWA BARAT;3276;KOTA DEPOK;FEBRUARI;103;TON GABAH KERING GILING;2018
279;32;JAWA BARAT;3276;KOTA DEPOK;MARET;71;TON GABAH KERING GILING;2018
280;32;JAWA BARAT;3276;KOTA DEPOK;APRIL;0;TON GABAH KERING GILING;2018
281;32;JAWA BARAT;3276;KOTA DEPOK;MEI;0;TON GABAH KERING GILING;2018
282;32;JAWA BARAT;3276;KOTA DEPOK;JUNI;0;TON GABAH KERING GILING;2018
283;32;JAWA BARAT;3276;KOTA DEPOK;JULI;81;TON GABAH KERING GILING;2018
284;32;JAWA BARAT;3276;KOTA DEPOK;AGUSTUS;16;TON GABAH KERING GILING;2018
285;32;JAWA BARAT;3276;KOTA DEPOK;SEPTEMBER;0;TON GABAH KERING GILING;2018
286;32;JAWA BARAT;3276;KOTA DEPOK;OKTOBER;50;TON GABAH KERING GILING;2018
287;32;JAWA BARAT;3276;KOTA DEPOK;NOVEMBER;33;TON GABAH KERING GILING;2018
288;32;JAWA BARAT;3276;KOTA DEPOK;DESEMBER;0;TON GABAH KERING GILING;2018
289;32;JAWA BARAT;3277;KOTA CIMAHI;JANUARI;0;TON GABAH KERING GILING;2018
290;32;JAWA BARAT;3277;KOTA CIMAHI;FEBRUARI;71;TON GABAH KERING GILING;2018
291;32;JAWA BARAT;3277;KOTA CIMAHI;MARET;117;TON GABAH KERING GILING;2018
292;32;JAWA BARAT;3277;KOTA CIMAHI;APRIL;0;TON GABAH KERING GILING;2018
293;32;JAWA BARAT;3277;KOTA CIMAHI;MEI;0;TON GABAH KERING GILING;2018
294;32;JAWA BARAT;3277;KOTA CIMAHI;JUNI;0;TON GABAH KERING GILING;2018
295;32;JAWA BARAT;3277;KOTA CIMAHI;JULI;95;TON GABAH KERING GILING;2018
296;32;JAWA BARAT;3277;KOTA CIMAHI;AGUSTUS;24;TON GABAH KERING GILING;2018
297;32;JAWA BARAT;3277;KOTA CIMAHI;SEPTEMBER;48;TON GABAH KERING GILING;2018
298;32;JAWA BARAT;3277;KOTA CIMAHI;OKTOBER;0;TON GABAH KERING GILING;2018
299;32;JAWA BARAT;3277;KOTA CIMAHI;NOVEMBER;40;TON GABAH KERING GILING;2018
300;32;JAWA BARAT;3277;KOTA CIMAHI;DESEMBER;0;TON GABAH KERING GILING;2018
301;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JANUARI;1857;TON GABAH KERING GILING;2018
302;32;JAWA BARAT;3278;KOTA TASIKMALAYA;FEBRUARI;6493;TON GABAH KERING GILING;2018
303;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MARET;5623;TON GABAH KERING GILING;2018
304;32;JAWA BARAT;3278;KOTA TASIKMALAYA;APRIL;4086;TON GABAH KERING GILING;2018
305;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MEI;2943;TON GABAH KERING GILING;2018
306;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JUNI;2911;TON GABAH KERING GILING;2018
307;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JULI;8301;TON GABAH KERING GILING;2018
308;32;JAWA BARAT;3278;KOTA TASIKMALAYA;AGUSTUS;4962;TON GABAH KERING GILING;2018
309;32;JAWA BARAT;3278;KOTA TASIKMALAYA;SEPTEMBER;3954;TON GABAH KERING GILING;2018
310;32;JAWA BARAT;3278;KOTA TASIKMALAYA;OKTOBER;2100;TON GABAH KERING GILING;2018
311;32;JAWA BARAT;3278;KOTA TASIKMALAYA;NOVEMBER;2610;TON GABAH KERING GILING;2018
312;32;JAWA BARAT;3278;KOTA TASIKMALAYA;DESEMBER;1104;TON GABAH KERING GILING;2018
313;32;JAWA BARAT;3279;KOTA BANJAR;JANUARI;0;TON GABAH KERING GILING;2018
314;32;JAWA BARAT;3279;KOTA BANJAR;FEBRUARI;2717;TON GABAH KERING GILING;2018
315;32;JAWA BARAT;3279;KOTA BANJAR;MARET;9471;TON GABAH KERING GILING;2018
316;32;JAWA BARAT;3279;KOTA BANJAR;APRIL;1320;TON GABAH KERING GILING;2018
317;32;JAWA BARAT;3279;KOTA BANJAR;MEI;448;TON GABAH KERING GILING;2018
318;32;JAWA BARAT;3279;KOTA BANJAR;JUNI;325;TON GABAH KERING GILING;2018
319;32;JAWA BARAT;3279;KOTA BANJAR;JULI;4789;TON GABAH KERING GILING;2018
320;32;JAWA BARAT;3279;KOTA BANJAR;AGUSTUS;4801;TON GABAH KERING GILING;2018
321;32;JAWA BARAT;3279;KOTA BANJAR;SEPTEMBER;6221;TON GABAH KERING GILING;2018
322;32;JAWA BARAT;3279;KOTA BANJAR;OKTOBER;736;TON GABAH KERING GILING;2018
323;32;JAWA BARAT;3279;KOTA BANJAR;NOVEMBER;665;TON GABAH KERING GILING;2018
324;32;JAWA BARAT;3279;KOTA BANJAR;DESEMBER;116;TON GABAH KERING GILING;2018
325;32;JAWA BARAT;3201;KABUPATEN BOGOR;JANUARI;11762;TON GABAH KERING GILING;2019
326;32;JAWA BARAT;3201;KABUPATEN BOGOR;FEBRUARI;16734;TON GABAH KERING GILING;2019
327;32;JAWA BARAT;3201;KABUPATEN BOGOR;MARET;53452;TON GABAH KERING GILING;2019
328;32;JAWA BARAT;3201;KABUPATEN BOGOR;APRIL;54855;TON GABAH KERING GILING;2019
329;32;JAWA BARAT;3201;KABUPATEN BOGOR;MEI;18766;TON GABAH KERING GILING;2019
330;32;JAWA BARAT;3201;KABUPATEN BOGOR;JUNI;17662;TON GABAH KERING GILING;2019
331;32;JAWA BARAT;3201;KABUPATEN BOGOR;JULI;34212;TON GABAH KERING GILING;2019
332;32;JAWA BARAT;3201;KABUPATEN BOGOR;AGUSTUS;35532;TON GABAH KERING GILING;2019
333;32;JAWA BARAT;3201;KABUPATEN BOGOR;SEPTEMBER;10588;TON GABAH KERING GILING;2019
334;32;JAWA BARAT;3201;KABUPATEN BOGOR;OKTOBER;18401;TON GABAH KERING GILING;2019
335;32;JAWA BARAT;3201;KABUPATEN BOGOR;NOVEMBER;21442;TON GABAH KERING GILING;2019
336;32;JAWA BARAT;3201;KABUPATEN BOGOR;DESEMBER;14454;TON GABAH KERING GILING;2019
337;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JANUARI;13370;TON GABAH KERING GILING;2019
338;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;FEBRUARI;43833;TON GABAH KERING GILING;2019
339;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;MARET;117916;TON GABAH KERING GILING;2019
340;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;APRIL;76662;TON GABAH KERING GILING;2019
341;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;MEI;12683;TON GABAH KERING GILING;2019
342;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JUNI;48840;TON GABAH KERING GILING;2019
343;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JULI;49314;TON GABAH KERING GILING;2019
344;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;AGUSTUS;51797;TON GABAH KERING GILING;2019
345;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;SEPTEMBER;19479;TON GABAH KERING GILING;2019
346;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;OKTOBER;11962;TON GABAH KERING GILING;2019
347;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;NOVEMBER;11610;TON GABAH KERING GILING;2019
348;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;DESEMBER;11298;TON GABAH KERING GILING;2019
349;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JANUARI;39507;TON GABAH KERING GILING;2019
350;32;JAWA BARAT;3203;KABUPATEN CIANJUR;FEBRUARI;48315;TON GABAH KERING GILING;2019
351;32;JAWA BARAT;3203;KABUPATEN CIANJUR;MARET;150872;TON GABAH KERING GILING;2019
352;32;JAWA BARAT;3203;KABUPATEN CIANJUR;APRIL;67686;TON GABAH KERING GILING;2019
353;32;JAWA BARAT;3203;KABUPATEN CIANJUR;MEI;26580;TON GABAH KERING GILING;2019
354;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JUNI;52966;TON GABAH KERING GILING;2019
355;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JULI;85209;TON GABAH KERING GILING;2019
356;32;JAWA BARAT;3203;KABUPATEN CIANJUR;AGUSTUS;71476;TON GABAH KERING GILING;2019
357;32;JAWA BARAT;3203;KABUPATEN CIANJUR;SEPTEMBER;22854;TON GABAH KERING GILING;2019
358;32;JAWA BARAT;3203;KABUPATEN CIANJUR;OKTOBER;27954;TON GABAH KERING GILING;2019
359;32;JAWA BARAT;3203;KABUPATEN CIANJUR;NOVEMBER;28379;TON GABAH KERING GILING;2019
360;32;JAWA BARAT;3203;KABUPATEN CIANJUR;DESEMBER;20006;TON GABAH KERING GILING;2019
361;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JANUARI;15445;TON GABAH KERING GILING;2019
362;32;JAWA BARAT;3204;KABUPATEN BANDUNG;FEBRUARI;26625;TON GABAH KERING GILING;2019
363;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MARET;25176;TON GABAH KERING GILING;2019
364;32;JAWA BARAT;3204;KABUPATEN BANDUNG;APRIL;71889;TON GABAH KERING GILING;2019
365;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MEI;22536;TON GABAH KERING GILING;2019
366;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JUNI;17291;TON GABAH KERING GILING;2019
367;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JULI;18536;TON GABAH KERING GILING;2019
368;32;JAWA BARAT;3204;KABUPATEN BANDUNG;AGUSTUS;24118;TON GABAH KERING GILING;2019
369;32;JAWA BARAT;3204;KABUPATEN BANDUNG;SEPTEMBER;45940;TON GABAH KERING GILING;2019
370;32;JAWA BARAT;3204;KABUPATEN BANDUNG;OKTOBER;39683;TON GABAH KERING GILING;2019
371;32;JAWA BARAT;3204;KABUPATEN BANDUNG;NOVEMBER;25884;TON GABAH KERING GILING;2019
372;32;JAWA BARAT;3204;KABUPATEN BANDUNG;DESEMBER;11092;TON GABAH KERING GILING;2019
373;32;JAWA BARAT;3205;KABUPATEN GARUT;JANUARI;16676;TON GABAH KERING GILING;2019
374;32;JAWA BARAT;3205;KABUPATEN GARUT;FEBRUARI;25263;TON GABAH KERING GILING;2019
375;32;JAWA BARAT;3205;KABUPATEN GARUT;MARET;80092;TON GABAH KERING GILING;2019
376;32;JAWA BARAT;3205;KABUPATEN GARUT;APRIL;66657;TON GABAH KERING GILING;2019
377;32;JAWA BARAT;3205;KABUPATEN GARUT;MEI;33336;TON GABAH KERING GILING;2019
378;32;JAWA BARAT;3205;KABUPATEN GARUT;JUNI;34258;TON GABAH KERING GILING;2019
379;32;JAWA BARAT;3205;KABUPATEN GARUT;JULI;50421;TON GABAH KERING GILING;2019
380;32;JAWA BARAT;3205;KABUPATEN GARUT;AGUSTUS;39377;TON GABAH KERING GILING;2019
381;32;JAWA BARAT;3205;KABUPATEN GARUT;SEPTEMBER;42730;TON GABAH KERING GILING;2019
382;32;JAWA BARAT;3205;KABUPATEN GARUT;OKTOBER;19216;TON GABAH KERING GILING;2019
383;32;JAWA BARAT;3205;KABUPATEN GARUT;NOVEMBER;24331;TON GABAH KERING GILING;2019
384;32;JAWA BARAT;3205;KABUPATEN GARUT;DESEMBER;17036;TON GABAH KERING GILING;2019
385;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JANUARI;24329;TON GABAH KERING GILING;2019
386;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;FEBRUARI;38051;TON GABAH KERING GILING;2019
387;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;MARET;80487;TON GABAH KERING GILING;2019
388;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;APRIL;42603;TON GABAH KERING GILING;2019
389;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;MEI;26567;TON GABAH KERING GILING;2019
390;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JUNI;26307;TON GABAH KERING GILING;2019
391;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JULI;63170;TON GABAH KERING GILING;2019
392;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;AGUSTUS;44175;TON GABAH KERING GILING;2019
393;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;SEPTEMBER;26079;TON GABAH KERING GILING;2019
394;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;OKTOBER;18499;TON GABAH KERING GILING;2019
395;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;NOVEMBER;29944;TON GABAH KERING GILING;2019
396;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;DESEMBER;21031;TON GABAH KERING GILING;2019
397;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JANUARI;6740;TON GABAH KERING GILING;2019
398;32;JAWA BARAT;3207;KABUPATEN CIAMIS;FEBRUARI;5361;TON GABAH KERING GILING;2019
399;32;JAWA BARAT;3207;KABUPATEN CIAMIS;MARET;34512;TON GABAH KERING GILING;2019
400;32;JAWA BARAT;3207;KABUPATEN CIAMIS;APRIL;85794;TON GABAH KERING GILING;2019
401;32;JAWA BARAT;3207;KABUPATEN CIAMIS;MEI;23653;TON GABAH KERING GILING;2019
402;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JUNI;5578;TON GABAH KERING GILING;2019
403;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JULI;8974;TON GABAH KERING GILING;2019
404;32;JAWA BARAT;3207;KABUPATEN CIAMIS;AGUSTUS;36718;TON GABAH KERING GILING;2019
405;32;JAWA BARAT;3207;KABUPATEN CIAMIS;SEPTEMBER;33002;TON GABAH KERING GILING;2019
406;32;JAWA BARAT;3207;KABUPATEN CIAMIS;OKTOBER;25823;TON GABAH KERING GILING;2019
407;32;JAWA BARAT;3207;KABUPATEN CIAMIS;NOVEMBER;7984;TON GABAH KERING GILING;2019
408;32;JAWA BARAT;3207;KABUPATEN CIAMIS;DESEMBER;2594;TON GABAH KERING GILING;2019
409;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JANUARI;8789;TON GABAH KERING GILING;2019
410;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;FEBRUARI;8133;TON GABAH KERING GILING;2019
411;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;MARET;31962;TON GABAH KERING GILING;2019
412;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;APRIL;57741;TON GABAH KERING GILING;2019
413;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;MEI;17651;TON GABAH KERING GILING;2019
414;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JUNI;10920;TON GABAH KERING GILING;2019
415;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JULI;30551;TON GABAH KERING GILING;2019
416;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;AGUSTUS;33307;TON GABAH KERING GILING;2019
417;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;SEPTEMBER;9019;TON GABAH KERING GILING;2019
418;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;OKTOBER;3926;TON GABAH KERING GILING;2019
419;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;NOVEMBER;3010;TON GABAH KERING GILING;2019
420;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;DESEMBER;4944;TON GABAH KERING GILING;2019
421;32;JAWA BARAT;3209;KABUPATEN CIREBON;JANUARI;6870;TON GABAH KERING GILING;2019
422;32;JAWA BARAT;3209;KABUPATEN CIREBON;FEBRUARI;4524;TON GABAH KERING GILING;2019
423;32;JAWA BARAT;3209;KABUPATEN CIREBON;MARET;39827;TON GABAH KERING GILING;2019
424;32;JAWA BARAT;3209;KABUPATEN CIREBON;APRIL;109868;TON GABAH KERING GILING;2019
425;32;JAWA BARAT;3209;KABUPATEN CIREBON;MEI;85528;TON GABAH KERING GILING;2019
426;32;JAWA BARAT;3209;KABUPATEN CIREBON;JUNI;17660;TON GABAH KERING GILING;2019
427;32;JAWA BARAT;3209;KABUPATEN CIREBON;JULI;46582;TON GABAH KERING GILING;2019
428;32;JAWA BARAT;3209;KABUPATEN CIREBON;AGUSTUS;49224;TON GABAH KERING GILING;2019
429;32;JAWA BARAT;3209;KABUPATEN CIREBON;SEPTEMBER;51085;TON GABAH KERING GILING;2019
430;32;JAWA BARAT;3209;KABUPATEN CIREBON;OKTOBER;75162;TON GABAH KERING GILING;2019
431;32;JAWA BARAT;3209;KABUPATEN CIREBON;NOVEMBER;12233;TON GABAH KERING GILING;2019
432;32;JAWA BARAT;3209;KABUPATEN CIREBON;DESEMBER;4011;TON GABAH KERING GILING;2019
433;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JANUARI;5071;TON GABAH KERING GILING;2019
434;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;FEBRUARI;7906;TON GABAH KERING GILING;2019
435;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;MARET;184938;TON GABAH KERING GILING;2019
436;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;APRIL;63914;TON GABAH KERING GILING;2019
437;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;MEI;30523;TON GABAH KERING GILING;2019
438;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JUNI;26732;TON GABAH KERING GILING;2019
439;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JULI;134865;TON GABAH KERING GILING;2019
440;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;AGUSTUS;71962;TON GABAH KERING GILING;2019
441;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;SEPTEMBER;15550;TON GABAH KERING GILING;2019
442;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;OKTOBER;6931;TON GABAH KERING GILING;2019
443;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;NOVEMBER;14468;TON GABAH KERING GILING;2019
444;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;DESEMBER;9146;TON GABAH KERING GILING;2019
445;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JANUARI;7968;TON GABAH KERING GILING;2019
446;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;FEBRUARI;18852;TON GABAH KERING GILING;2019
447;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;MARET;54394;TON GABAH KERING GILING;2019
448;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;APRIL;46455;TON GABAH KERING GILING;2019
449;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;MEI;15510;TON GABAH KERING GILING;2019
450;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JUNI;17893;TON GABAH KERING GILING;2019
451;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;JULI;45032;TON GABAH KERING GILING;2019
452;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;AGUSTUS;33565;TON GABAH KERING GILING;2019
453;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;SEPTEMBER;16563;TON GABAH KERING GILING;2019
454;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;OKTOBER;12273;TON GABAH KERING GILING;2019
455;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;NOVEMBER;18646;TON GABAH KERING GILING;2019
456;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;DESEMBER;15517;TON GABAH KERING GILING;2019
457;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JANUARI;6605;TON GABAH KERING GILING;2019
458;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;FEBRUARI;10688;TON GABAH KERING GILING;2019
459;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;MARET;228210;TON GABAH KERING GILING;2019
460;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;APRIL;405780;TON GABAH KERING GILING;2019
461;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;MEI;94130;TON GABAH KERING GILING;2019
462;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JUNI;48673;TON GABAH KERING GILING;2019
463;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;JULI;99068;TON GABAH KERING GILING;2019
464;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;AGUSTUS;134687;TON GABAH KERING GILING;2019
465;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;SEPTEMBER;239147;TON GABAH KERING GILING;2019
466;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;OKTOBER;44675;TON GABAH KERING GILING;2019
467;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;NOVEMBER;46775;TON GABAH KERING GILING;2019
468;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;DESEMBER;17992;TON GABAH KERING GILING;2019
469;32;JAWA BARAT;3213;KABUPATEN SUBANG;JANUARI;12208;TON GABAH KERING GILING;2019
470;32;JAWA BARAT;3213;KABUPATEN SUBANG;FEBRUARI;28105;TON GABAH KERING GILING;2019
471;32;JAWA BARAT;3213;KABUPATEN SUBANG;MARET;84728;TON GABAH KERING GILING;2019
472;32;JAWA BARAT;3213;KABUPATEN SUBANG;APRIL;170059;TON GABAH KERING GILING;2019
473;32;JAWA BARAT;3213;KABUPATEN SUBANG;MEI;142933;TON GABAH KERING GILING;2019
474;32;JAWA BARAT;3213;KABUPATEN SUBANG;JUNI;53159;TON GABAH KERING GILING;2019
475;32;JAWA BARAT;3213;KABUPATEN SUBANG;JULI;48391;TON GABAH KERING GILING;2019
476;32;JAWA BARAT;3213;KABUPATEN SUBANG;AGUSTUS;99188;TON GABAH KERING GILING;2019
477;32;JAWA BARAT;3213;KABUPATEN SUBANG;SEPTEMBER;87798;TON GABAH KERING GILING;2019
478;32;JAWA BARAT;3213;KABUPATEN SUBANG;OKTOBER;70990;TON GABAH KERING GILING;2019
479;32;JAWA BARAT;3213;KABUPATEN SUBANG;NOVEMBER;101006;TON GABAH KERING GILING;2019
480;32;JAWA BARAT;3213;KABUPATEN SUBANG;DESEMBER;44367;TON GABAH KERING GILING;2019
481;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JANUARI;2535;TON GABAH KERING GILING;2019
482;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;FEBRUARI;1696;TON GABAH KERING GILING;2019
483;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;MARET;23294;TON GABAH KERING GILING;2019
484;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;APRIL;44260;TON GABAH KERING GILING;2019
485;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;MEI;8113;TON GABAH KERING GILING;2019
486;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JUNI;5627;TON GABAH KERING GILING;2019
487;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;JULI;17055;TON GABAH KERING GILING;2019
488;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;AGUSTUS;27299;TON GABAH KERING GILING;2019
489;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;SEPTEMBER;8993;TON GABAH KERING GILING;2019
490;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;OKTOBER;1608;TON GABAH KERING GILING;2019
491;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;NOVEMBER;2484;TON GABAH KERING GILING;2019
492;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;DESEMBER;856;TON GABAH KERING GILING;2019
493;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JANUARI;31774;TON GABAH KERING GILING;2019
494;32;JAWA BARAT;3215;KABUPATEN KARAWANG;FEBRUARI;9179;TON GABAH KERING GILING;2019
495;32;JAWA BARAT;3215;KABUPATEN KARAWANG;MARET;52010;TON GABAH KERING GILING;2019
496;32;JAWA BARAT;3215;KABUPATEN KARAWANG;APRIL;141195;TON GABAH KERING GILING;2019
497;32;JAWA BARAT;3215;KABUPATEN KARAWANG;MEI;172345;TON GABAH KERING GILING;2019
498;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JUNI;139010;TON GABAH KERING GILING;2019
499;32;JAWA BARAT;3215;KABUPATEN KARAWANG;JULI;50978;TON GABAH KERING GILING;2019
500;32;JAWA BARAT;3215;KABUPATEN KARAWANG;AGUSTUS;20402;TON GABAH KERING GILING;2019
501;32;JAWA BARAT;3215;KABUPATEN KARAWANG;SEPTEMBER;64675;TON GABAH KERING GILING;2019
