id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;bulan;produksi_padi;satuan;tahun
502;32;JAWA BARAT;3215;KABUPATEN KARAWANG;OKTOBER;112292;TON GABAH KERING GILING;2019
503;32;JAWA BARAT;3215;KABUPATEN KARAWANG;NOVEMBER;165193;TON GABAH KERING GILING;2019
504;32;JAWA BARAT;3215;KABUPATEN KARAWANG;DESEMBER;158761;TON GABAH KERING GILING;2019
505;32;JAWA BARAT;3216;KABUPATEN BEKASI;JANUARI;26176;TON GABAH KERING GILING;2019
506;32;JAWA BARAT;3216;KABUPATEN BEKASI;FEBRUARI;14298;TON GABAH KERING GILING;2019
507;32;JAWA BARAT;3216;KABUPATEN BEKASI;MARET;53293;TON GABAH KERING GILING;2019
508;32;JAWA BARAT;3216;KABUPATEN BEKASI;APRIL;72627;TON GABAH KERING GILING;2019
509;32;JAWA BARAT;3216;KABUPATEN BEKASI;MEI;37911;TON GABAH KERING GILING;2019
510;32;JAWA BARAT;3216;KABUPATEN BEKASI;JUNI;110659;TON GABAH KERING GILING;2019
511;32;JAWA BARAT;3216;KABUPATEN BEKASI;JULI;35339;TON GABAH KERING GILING;2019
512;32;JAWA BARAT;3216;KABUPATEN BEKASI;AGUSTUS;22210;TON GABAH KERING GILING;2019
513;32;JAWA BARAT;3216;KABUPATEN BEKASI;SEPTEMBER;20227;TON GABAH KERING GILING;2019
514;32;JAWA BARAT;3216;KABUPATEN BEKASI;OKTOBER;51041;TON GABAH KERING GILING;2019
515;32;JAWA BARAT;3216;KABUPATEN BEKASI;NOVEMBER;41863;TON GABAH KERING GILING;2019
516;32;JAWA BARAT;3216;KABUPATEN BEKASI;DESEMBER;63995;TON GABAH KERING GILING;2019
517;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JANUARI;8740;TON GABAH KERING GILING;2019
518;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;FEBRUARI;11151;TON GABAH KERING GILING;2019
519;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;MARET;36259;TON GABAH KERING GILING;2019
520;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;APRIL;22827;TON GABAH KERING GILING;2019
521;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;MEI;7445;TON GABAH KERING GILING;2019
522;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JUNI;11640;TON GABAH KERING GILING;2019
523;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;JULI;17234;TON GABAH KERING GILING;2019
524;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;AGUSTUS;13800;TON GABAH KERING GILING;2019
525;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;SEPTEMBER;9004;TON GABAH KERING GILING;2019
526;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;OKTOBER;8957;TON GABAH KERING GILING;2019
527;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;NOVEMBER;7229;TON GABAH KERING GILING;2019
528;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;DESEMBER;4702;TON GABAH KERING GILING;2019
529;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JANUARI;876;TON GABAH KERING GILING;2019
530;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;FEBRUARI;2247;TON GABAH KERING GILING;2019
531;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;MARET;58310;TON GABAH KERING GILING;2019
532;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;APRIL;31276;TON GABAH KERING GILING;2019
533;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;MEI;1340;TON GABAH KERING GILING;2019
534;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JUNI;0;TON GABAH KERING GILING;2019
535;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;JULI;11747;TON GABAH KERING GILING;2019
536;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;AGUSTUS;50233;TON GABAH KERING GILING;2019
537;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;SEPTEMBER;18567;TON GABAH KERING GILING;2019
538;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;OKTOBER;0;TON GABAH KERING GILING;2019
539;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;NOVEMBER;0;TON GABAH KERING GILING;2019
540;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;DESEMBER;0;TON GABAH KERING GILING;2019
541;32;JAWA BARAT;3271;KOTA BOGOR;JANUARI;0;TON GABAH KERING GILING;2019
542;32;JAWA BARAT;3271;KOTA BOGOR;FEBRUARI;0;TON GABAH KERING GILING;2019
543;32;JAWA BARAT;3271;KOTA BOGOR;MARET;50;TON GABAH KERING GILING;2019
544;32;JAWA BARAT;3271;KOTA BOGOR;APRIL;32;TON GABAH KERING GILING;2019
545;32;JAWA BARAT;3271;KOTA BOGOR;MEI;32;TON GABAH KERING GILING;2019
546;32;JAWA BARAT;3271;KOTA BOGOR;JUNI;6;TON GABAH KERING GILING;2019
547;32;JAWA BARAT;3271;KOTA BOGOR;JULI;37;TON GABAH KERING GILING;2019
548;32;JAWA BARAT;3271;KOTA BOGOR;AGUSTUS;53;TON GABAH KERING GILING;2019
549;32;JAWA BARAT;3271;KOTA BOGOR;SEPTEMBER;49;TON GABAH KERING GILING;2019
550;32;JAWA BARAT;3271;KOTA BOGOR;OKTOBER;4;TON GABAH KERING GILING;2019
551;32;JAWA BARAT;3271;KOTA BOGOR;NOVEMBER;9;TON GABAH KERING GILING;2019
552;32;JAWA BARAT;3271;KOTA BOGOR;DESEMBER;31;TON GABAH KERING GILING;2019
553;32;JAWA BARAT;3272;KOTA SUKABUMI;JANUARI;859;TON GABAH KERING GILING;2019
554;32;JAWA BARAT;3272;KOTA SUKABUMI;FEBRUARI;1507;TON GABAH KERING GILING;2019
555;32;JAWA BARAT;3272;KOTA SUKABUMI;MARET;2155;TON GABAH KERING GILING;2019
556;32;JAWA BARAT;3272;KOTA SUKABUMI;APRIL;1428;TON GABAH KERING GILING;2019
557;32;JAWA BARAT;3272;KOTA SUKABUMI;MEI;903;TON GABAH KERING GILING;2019
558;32;JAWA BARAT;3272;KOTA SUKABUMI;JUNI;985;TON GABAH KERING GILING;2019
559;32;JAWA BARAT;3272;KOTA SUKABUMI;JULI;1836;TON GABAH KERING GILING;2019
560;32;JAWA BARAT;3272;KOTA SUKABUMI;AGUSTUS;1907;TON GABAH KERING GILING;2019
561;32;JAWA BARAT;3272;KOTA SUKABUMI;SEPTEMBER;417;TON GABAH KERING GILING;2019
562;32;JAWA BARAT;3272;KOTA SUKABUMI;OKTOBER;1379;TON GABAH KERING GILING;2019
563;32;JAWA BARAT;3272;KOTA SUKABUMI;NOVEMBER;1333;TON GABAH KERING GILING;2019
564;32;JAWA BARAT;3272;KOTA SUKABUMI;DESEMBER;396;TON GABAH KERING GILING;2019
565;32;JAWA BARAT;3273;KOTA BANDUNG;JANUARI;53;TON GABAH KERING GILING;2019
566;32;JAWA BARAT;3273;KOTA BANDUNG;FEBRUARI;627;TON GABAH KERING GILING;2019
567;32;JAWA BARAT;3273;KOTA BANDUNG;MARET;596;TON GABAH KERING GILING;2019
568;32;JAWA BARAT;3273;KOTA BANDUNG;APRIL;1900;TON GABAH KERING GILING;2019
569;32;JAWA BARAT;3273;KOTA BANDUNG;MEI;1046;TON GABAH KERING GILING;2019
570;32;JAWA BARAT;3273;KOTA BANDUNG;JUNI;108;TON GABAH KERING GILING;2019
571;32;JAWA BARAT;3273;KOTA BANDUNG;JULI;49;TON GABAH KERING GILING;2019
572;32;JAWA BARAT;3273;KOTA BANDUNG;AGUSTUS;199;TON GABAH KERING GILING;2019
573;32;JAWA BARAT;3273;KOTA BANDUNG;SEPTEMBER;956;TON GABAH KERING GILING;2019
574;32;JAWA BARAT;3273;KOTA BANDUNG;OKTOBER;1104;TON GABAH KERING GILING;2019
575;32;JAWA BARAT;3273;KOTA BANDUNG;NOVEMBER;591;TON GABAH KERING GILING;2019
576;32;JAWA BARAT;3273;KOTA BANDUNG;DESEMBER;87;TON GABAH KERING GILING;2019
577;32;JAWA BARAT;3274;KOTA CIREBON;JANUARI;14;TON GABAH KERING GILING;2019
578;32;JAWA BARAT;3274;KOTA CIREBON;FEBRUARI;0;TON GABAH KERING GILING;2019
579;32;JAWA BARAT;3274;KOTA CIREBON;MARET;69;TON GABAH KERING GILING;2019
580;32;JAWA BARAT;3274;KOTA CIREBON;APRIL;370;TON GABAH KERING GILING;2019
581;32;JAWA BARAT;3274;KOTA CIREBON;MEI;66;TON GABAH KERING GILING;2019
582;32;JAWA BARAT;3274;KOTA CIREBON;JUNI;29;TON GABAH KERING GILING;2019
583;32;JAWA BARAT;3274;KOTA CIREBON;JULI;54;TON GABAH KERING GILING;2019
584;32;JAWA BARAT;3274;KOTA CIREBON;AGUSTUS;376;TON GABAH KERING GILING;2019
585;32;JAWA BARAT;3274;KOTA CIREBON;SEPTEMBER;67;TON GABAH KERING GILING;2019
586;32;JAWA BARAT;3274;KOTA CIREBON;OKTOBER;17;TON GABAH KERING GILING;2019
587;32;JAWA BARAT;3274;KOTA CIREBON;NOVEMBER;11;TON GABAH KERING GILING;2019
588;32;JAWA BARAT;3274;KOTA CIREBON;DESEMBER;17;TON GABAH KERING GILING;2019
589;32;JAWA BARAT;3275;KOTA BEKASI;JANUARI;0;TON GABAH KERING GILING;2019
590;32;JAWA BARAT;3275;KOTA BEKASI;FEBRUARI;5;TON GABAH KERING GILING;2019
591;32;JAWA BARAT;3275;KOTA BEKASI;MARET;132;TON GABAH KERING GILING;2019
592;32;JAWA BARAT;3275;KOTA BEKASI;APRIL;464;TON GABAH KERING GILING;2019
593;32;JAWA BARAT;3275;KOTA BEKASI;MEI;863;TON GABAH KERING GILING;2019
594;32;JAWA BARAT;3275;KOTA BEKASI;JUNI;38;TON GABAH KERING GILING;2019
595;32;JAWA BARAT;3275;KOTA BEKASI;JULI;5;TON GABAH KERING GILING;2019
596;32;JAWA BARAT;3275;KOTA BEKASI;AGUSTUS;42;TON GABAH KERING GILING;2019
597;32;JAWA BARAT;3275;KOTA BEKASI;SEPTEMBER;1059;TON GABAH KERING GILING;2019
598;32;JAWA BARAT;3275;KOTA BEKASI;OKTOBER;437;TON GABAH KERING GILING;2019
599;32;JAWA BARAT;3275;KOTA BEKASI;NOVEMBER;0;TON GABAH KERING GILING;2019
600;32;JAWA BARAT;3275;KOTA BEKASI;DESEMBER;0;TON GABAH KERING GILING;2019
601;32;JAWA BARAT;3276;KOTA DEPOK;JANUARI;58;TON GABAH KERING GILING;2019
602;32;JAWA BARAT;3276;KOTA DEPOK;FEBRUARI;16;TON GABAH KERING GILING;2019
603;32;JAWA BARAT;3276;KOTA DEPOK;MARET;75;TON GABAH KERING GILING;2019
604;32;JAWA BARAT;3276;KOTA DEPOK;APRIL;14;TON GABAH KERING GILING;2019
605;32;JAWA BARAT;3276;KOTA DEPOK;MEI;16;TON GABAH KERING GILING;2019
606;32;JAWA BARAT;3276;KOTA DEPOK;JUNI;67;TON GABAH KERING GILING;2019
607;32;JAWA BARAT;3276;KOTA DEPOK;JULI;3;TON GABAH KERING GILING;2019
608;32;JAWA BARAT;3276;KOTA DEPOK;AGUSTUS;47;TON GABAH KERING GILING;2019
609;32;JAWA BARAT;3276;KOTA DEPOK;SEPTEMBER;18;TON GABAH KERING GILING;2019
610;32;JAWA BARAT;3276;KOTA DEPOK;OKTOBER;60;TON GABAH KERING GILING;2019
611;32;JAWA BARAT;3276;KOTA DEPOK;NOVEMBER;55;TON GABAH KERING GILING;2019
612;32;JAWA BARAT;3276;KOTA DEPOK;DESEMBER;36;TON GABAH KERING GILING;2019
613;32;JAWA BARAT;3277;KOTA CIMAHI;JANUARI;66;TON GABAH KERING GILING;2019
614;32;JAWA BARAT;3277;KOTA CIMAHI;FEBRUARI;33;TON GABAH KERING GILING;2019
615;32;JAWA BARAT;3277;KOTA CIMAHI;MARET;17;TON GABAH KERING GILING;2019
616;32;JAWA BARAT;3277;KOTA CIMAHI;APRIL;33;TON GABAH KERING GILING;2019
617;32;JAWA BARAT;3277;KOTA CIMAHI;MEI;15;TON GABAH KERING GILING;2019
618;32;JAWA BARAT;3277;KOTA CIMAHI;JUNI;61;TON GABAH KERING GILING;2019
619;32;JAWA BARAT;3277;KOTA CIMAHI;JULI;46;TON GABAH KERING GILING;2019
620;32;JAWA BARAT;3277;KOTA CIMAHI;AGUSTUS;46;TON GABAH KERING GILING;2019
621;32;JAWA BARAT;3277;KOTA CIMAHI;SEPTEMBER;18;TON GABAH KERING GILING;2019
622;32;JAWA BARAT;3277;KOTA CIMAHI;OKTOBER;0;TON GABAH KERING GILING;2019
623;32;JAWA BARAT;3277;KOTA CIMAHI;NOVEMBER;71;TON GABAH KERING GILING;2019
624;32;JAWA BARAT;3277;KOTA CIMAHI;DESEMBER;0;TON GABAH KERING GILING;2019
625;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JANUARI;1183;TON GABAH KERING GILING;2019
626;32;JAWA BARAT;3278;KOTA TASIKMALAYA;FEBRUARI;646;TON GABAH KERING GILING;2019
627;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MARET;4300;TON GABAH KERING GILING;2019
628;32;JAWA BARAT;3278;KOTA TASIKMALAYA;APRIL;9227;TON GABAH KERING GILING;2019
629;32;JAWA BARAT;3278;KOTA TASIKMALAYA;MEI;4098;TON GABAH KERING GILING;2019
630;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JUNI;800;TON GABAH KERING GILING;2019
631;32;JAWA BARAT;3278;KOTA TASIKMALAYA;JULI;1441;TON GABAH KERING GILING;2019
632;32;JAWA BARAT;3278;KOTA TASIKMALAYA;AGUSTUS;5420;TON GABAH KERING GILING;2019
633;32;JAWA BARAT;3278;KOTA TASIKMALAYA;SEPTEMBER;5087;TON GABAH KERING GILING;2019
634;32;JAWA BARAT;3278;KOTA TASIKMALAYA;OKTOBER;2713;TON GABAH KERING GILING;2019
635;32;JAWA BARAT;3278;KOTA TASIKMALAYA;NOVEMBER;1728;TON GABAH KERING GILING;2019
636;32;JAWA BARAT;3278;KOTA TASIKMALAYA;DESEMBER;399;TON GABAH KERING GILING;2019
637;32;JAWA BARAT;3279;KOTA BANJAR;JANUARI;0;TON GABAH KERING GILING;2019
638;32;JAWA BARAT;3279;KOTA BANJAR;FEBRUARI;553;TON GABAH KERING GILING;2019
639;32;JAWA BARAT;3279;KOTA BANJAR;MARET;2023;TON GABAH KERING GILING;2019
640;32;JAWA BARAT;3279;KOTA BANJAR;APRIL;11014;TON GABAH KERING GILING;2019
641;32;JAWA BARAT;3279;KOTA BANJAR;MEI;1621;TON GABAH KERING GILING;2019
642;32;JAWA BARAT;3279;KOTA BANJAR;JUNI;0;TON GABAH KERING GILING;2019
643;32;JAWA BARAT;3279;KOTA BANJAR;JULI;800;TON GABAH KERING GILING;2019
644;32;JAWA BARAT;3279;KOTA BANJAR;AGUSTUS;4174;TON GABAH KERING GILING;2019
645;32;JAWA BARAT;3279;KOTA BANJAR;SEPTEMBER;3709;TON GABAH KERING GILING;2019
646;32;JAWA BARAT;3279;KOTA BANJAR;OKTOBER;3916;TON GABAH KERING GILING;2019
647;32;JAWA BARAT;3279;KOTA BANJAR;NOVEMBER;571;TON GABAH KERING GILING;2019
648;32;JAWA BARAT;3279;KOTA BANJAR;DESEMBER;364;TON GABAH KERING GILING;2019
649;32;JAWA BARAT;3201;KABUPATEN BOGOR;JANUARI;5828;TON GABAH KERING GILING;2020
650;32;JAWA BARAT;3201;KABUPATEN BOGOR;FEBRUARI;9042;TON GABAH KERING GILING;2020
651;32;JAWA BARAT;3201;KABUPATEN BOGOR;MARET;22727;TON GABAH KERING GILING;2020
652;32;JAWA BARAT;3201;KABUPATEN BOGOR;APRIL;72249;TON GABAH KERING GILING;2020
653;32;JAWA BARAT;3201;KABUPATEN BOGOR;MEI;27769;TON GABAH KERING GILING;2020
654;32;JAWA BARAT;3201;KABUPATEN BOGOR;JUNI;9840;TON GABAH KERING GILING;2020
655;32;JAWA BARAT;3201;KABUPATEN BOGOR;JULI;29542;TON GABAH KERING GILING;2020
656;32;JAWA BARAT;3201;KABUPATEN BOGOR;AGUSTUS;40861;TON GABAH KERING GILING;2020
657;32;JAWA BARAT;3201;KABUPATEN BOGOR;SEPTEMBER;32853;TON GABAH KERING GILING;2020
658;32;JAWA BARAT;3201;KABUPATEN BOGOR;OKTOBER;28421;TON GABAH KERING GILING;2020
659;32;JAWA BARAT;3201;KABUPATEN BOGOR;NOVEMBER;11731;TON GABAH KERING GILING;2020
660;32;JAWA BARAT;3201;KABUPATEN BOGOR;DESEMBER;8110;TON GABAH KERING GILING;2020
661;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JANUARI;16896;TON GABAH KERING GILING;2020
662;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;FEBRUARI;8959;TON GABAH KERING GILING;2020
663;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;MARET;8654;TON GABAH KERING GILING;2020
664;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;APRIL;135635;TON GABAH KERING GILING;2020
665;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;MEI;88038;TON GABAH KERING GILING;2020
666;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JUNI;12743;TON GABAH KERING GILING;2020
667;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;JULI;25645;TON GABAH KERING GILING;2020
668;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;AGUSTUS;105238;TON GABAH KERING GILING;2020
669;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;SEPTEMBER;59302;TON GABAH KERING GILING;2020
670;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;OKTOBER;32496;TON GABAH KERING GILING;2020
671;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;NOVEMBER;13938;TON GABAH KERING GILING;2020
672;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;DESEMBER;13914;TON GABAH KERING GILING;2020
673;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JANUARI;15148;TON GABAH KERING GILING;2020
674;32;JAWA BARAT;3203;KABUPATEN CIANJUR;FEBRUARI;25177;TON GABAH KERING GILING;2020
675;32;JAWA BARAT;3203;KABUPATEN CIANJUR;MARET;48421;TON GABAH KERING GILING;2020
676;32;JAWA BARAT;3203;KABUPATEN CIANJUR;APRIL;174761;TON GABAH KERING GILING;2020
677;32;JAWA BARAT;3203;KABUPATEN CIANJUR;MEI;55698;TON GABAH KERING GILING;2020
678;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JUNI;15418;TON GABAH KERING GILING;2020
679;32;JAWA BARAT;3203;KABUPATEN CIANJUR;JULI;62714;TON GABAH KERING GILING;2020
680;32;JAWA BARAT;3203;KABUPATEN CIANJUR;AGUSTUS;99740;TON GABAH KERING GILING;2020
681;32;JAWA BARAT;3203;KABUPATEN CIANJUR;SEPTEMBER;61270;TON GABAH KERING GILING;2020
682;32;JAWA BARAT;3203;KABUPATEN CIANJUR;OKTOBER;18898;TON GABAH KERING GILING;2020
683;32;JAWA BARAT;3203;KABUPATEN CIANJUR;NOVEMBER;25979;TON GABAH KERING GILING;2020
684;32;JAWA BARAT;3203;KABUPATEN CIANJUR;DESEMBER;19768;TON GABAH KERING GILING;2020
685;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JANUARI;7220;TON GABAH KERING GILING;2020
686;32;JAWA BARAT;3204;KABUPATEN BANDUNG;FEBRUARI;23851;TON GABAH KERING GILING;2020
687;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MARET;17612;TON GABAH KERING GILING;2020
688;32;JAWA BARAT;3204;KABUPATEN BANDUNG;APRIL;40555;TON GABAH KERING GILING;2020
689;32;JAWA BARAT;3204;KABUPATEN BANDUNG;MEI;50758;TON GABAH KERING GILING;2020
690;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JUNI;12631;TON GABAH KERING GILING;2020
691;32;JAWA BARAT;3204;KABUPATEN BANDUNG;JULI;6842;TON GABAH KERING GILING;2020
692;32;JAWA BARAT;3204;KABUPATEN BANDUNG;AGUSTUS;25799;TON GABAH KERING GILING;2020
693;32;JAWA BARAT;3204;KABUPATEN BANDUNG;SEPTEMBER;38736;TON GABAH KERING GILING;2020
694;32;JAWA BARAT;3204;KABUPATEN BANDUNG;OKTOBER;33443;TON GABAH KERING GILING;2020
695;32;JAWA BARAT;3204;KABUPATEN BANDUNG;NOVEMBER;14071;TON GABAH KERING GILING;2020
696;32;JAWA BARAT;3204;KABUPATEN BANDUNG;DESEMBER;5638;TON GABAH KERING GILING;2020
697;32;JAWA BARAT;3205;KABUPATEN GARUT;JANUARI;20942;TON GABAH KERING GILING;2020
698;32;JAWA BARAT;3205;KABUPATEN GARUT;FEBRUARI;18727;TON GABAH KERING GILING;2020
699;32;JAWA BARAT;3205;KABUPATEN GARUT;MARET;20246;TON GABAH KERING GILING;2020
700;32;JAWA BARAT;3205;KABUPATEN GARUT;APRIL;74370;TON GABAH KERING GILING;2020
701;32;JAWA BARAT;3205;KABUPATEN GARUT;MEI;63614;TON GABAH KERING GILING;2020
702;32;JAWA BARAT;3205;KABUPATEN GARUT;JUNI;28522;TON GABAH KERING GILING;2020
703;32;JAWA BARAT;3205;KABUPATEN GARUT;JULI;25691;TON GABAH KERING GILING;2020
704;32;JAWA BARAT;3205;KABUPATEN GARUT;AGUSTUS;42122;TON GABAH KERING GILING;2020
705;32;JAWA BARAT;3205;KABUPATEN GARUT;SEPTEMBER;56638;TON GABAH KERING GILING;2020
706;32;JAWA BARAT;3205;KABUPATEN GARUT;OKTOBER;31458;TON GABAH KERING GILING;2020
707;32;JAWA BARAT;3205;KABUPATEN GARUT;NOVEMBER;24623;TON GABAH KERING GILING;2020
708;32;JAWA BARAT;3205;KABUPATEN GARUT;DESEMBER;17960;TON GABAH KERING GILING;2020
709;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JANUARI;16822;TON GABAH KERING GILING;2020
710;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;FEBRUARI;7135;TON GABAH KERING GILING;2020
711;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;MARET;17205;TON GABAH KERING GILING;2020
712;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;APRIL;77705;TON GABAH KERING GILING;2020
713;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;MEI;74574;TON GABAH KERING GILING;2020
714;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JUNI;21830;TON GABAH KERING GILING;2020
715;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;JULI;22451;TON GABAH KERING GILING;2020
716;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;AGUSTUS;46517;TON GABAH KERING GILING;2020
717;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;SEPTEMBER;77796;TON GABAH KERING GILING;2020
718;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;OKTOBER;38347;TON GABAH KERING GILING;2020
719;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;NOVEMBER;19575;TON GABAH KERING GILING;2020
720;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;DESEMBER;24402;TON GABAH KERING GILING;2020
721;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JANUARI;3311;TON GABAH KERING GILING;2020
722;32;JAWA BARAT;3207;KABUPATEN CIAMIS;FEBRUARI;480;TON GABAH KERING GILING;2020
723;32;JAWA BARAT;3207;KABUPATEN CIAMIS;MARET;1022;TON GABAH KERING GILING;2020
724;32;JAWA BARAT;3207;KABUPATEN CIAMIS;APRIL;36545;TON GABAH KERING GILING;2020
725;32;JAWA BARAT;3207;KABUPATEN CIAMIS;MEI;66749;TON GABAH KERING GILING;2020
726;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JUNI;30687;TON GABAH KERING GILING;2020
727;32;JAWA BARAT;3207;KABUPATEN CIAMIS;JULI;1873;TON GABAH KERING GILING;2020
728;32;JAWA BARAT;3207;KABUPATEN CIAMIS;AGUSTUS;11133;TON GABAH KERING GILING;2020
729;32;JAWA BARAT;3207;KABUPATEN CIAMIS;SEPTEMBER;44805;TON GABAH KERING GILING;2020
730;32;JAWA BARAT;3207;KABUPATEN CIAMIS;OKTOBER;66627;TON GABAH KERING GILING;2020
731;32;JAWA BARAT;3207;KABUPATEN CIAMIS;NOVEMBER;15087;TON GABAH KERING GILING;2020
732;32;JAWA BARAT;3207;KABUPATEN CIAMIS;DESEMBER;4473;TON GABAH KERING GILING;2020
733;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JANUARI;9012;TON GABAH KERING GILING;2020
734;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;FEBRUARI;14373;TON GABAH KERING GILING;2020
735;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;MARET;36645;TON GABAH KERING GILING;2020
736;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;APRIL;63592;TON GABAH KERING GILING;2020
737;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;MEI;27659;TON GABAH KERING GILING;2020
738;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JUNI;9190;TON GABAH KERING GILING;2020
739;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;JULI;23660;TON GABAH KERING GILING;2020
740;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;AGUSTUS;45263;TON GABAH KERING GILING;2020
741;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;SEPTEMBER;23913;TON GABAH KERING GILING;2020
742;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;OKTOBER;7422;TON GABAH KERING GILING;2020
743;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;NOVEMBER;7733;TON GABAH KERING GILING;2020
744;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;DESEMBER;8856;TON GABAH KERING GILING;2020
745;32;JAWA BARAT;3209;KABUPATEN CIREBON;JANUARI;10357;TON GABAH KERING GILING;2020
746;32;JAWA BARAT;3209;KABUPATEN CIREBON;FEBRUARI;651;TON GABAH KERING GILING;2020
747;32;JAWA BARAT;3209;KABUPATEN CIREBON;MARET;2882;TON GABAH KERING GILING;2020
748;32;JAWA BARAT;3209;KABUPATEN CIREBON;APRIL;101164;TON GABAH KERING GILING;2020
749;32;JAWA BARAT;3209;KABUPATEN CIREBON;MEI;98217;TON GABAH KERING GILING;2020
750;32;JAWA BARAT;3209;KABUPATEN CIREBON;JUNI;37689;TON GABAH KERING GILING;2020
751;32;JAWA BARAT;3209;KABUPATEN CIREBON;JULI;22617;TON GABAH KERING GILING;2020
752;32;JAWA BARAT;3209;KABUPATEN CIREBON;AGUSTUS;60126;TON GABAH KERING GILING;2020
753;32;JAWA BARAT;3209;KABUPATEN CIREBON;SEPTEMBER;53130;TON GABAH KERING GILING;2020
754;32;JAWA BARAT;3209;KABUPATEN CIREBON;OKTOBER;80363;TON GABAH KERING GILING;2020
755;32;JAWA BARAT;3209;KABUPATEN CIREBON;NOVEMBER;26317;TON GABAH KERING GILING;2020
756;32;JAWA BARAT;3209;KABUPATEN CIREBON;DESEMBER;3567;TON GABAH KERING GILING;2020
757;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;JANUARI;7101;TON GABAH KERING GILING;2020
758;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;FEBRUARI;2925;TON GABAH KERING GILING;2020
759;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;MARET;78380;TON GABAH KERING GILING;2020
