tanggal,actual,forecast
2023-01-01,10048.0,9319.516431886801
2023-02-01,16931.0,17363.048660936325
2023-03-01,25974.0,20435.294341025903
2023-04-01,53433.0,51939.15119140791
2023-05-01,31504.0,29065.35214709092
2023-06-01,18503.0,12227.024606516468
2023-07-01,14977.0,14266.40947653569
2023-08-01,19174.0,21861.96803725684
2023-09-01,37060.0,33967.768183140724
2023-10-01,38210.0,32898.58751352487
2023-11-01,23969.0,17301.03879591522
2023-12-01,10360.0,9830.790340319263
